Month,DepartmentType,LocationName,Area,NumberOfAttendancesEpisode,NumberMeetingTargetEpisode,AttendanceGreater8hrs,AttendanceGreater12hrs,UnaccountedAttendanceWait,DischargeDestinationAdmissionToSame,DischargeDestinationOtherSpecialty,DischargeDestinationResidence,DischargeDestinationTransfer,DischargeDestinationUnknown,Year,NumberMeetingTargetEpisodePercentage,AttendanceGreater8hrsPercentage,AttendanceGreater12hrsPercentage,UnaccountedAttendanceWaitPercentage,DischargeDestinationAdmissionToSamePercentage,DischargeDestinationOtherSpecialtyPercentage,DischargeDestinationResidencePercentage,DischargeDestinationTransferPercentage,DischargeDestinationUnknownPercentage
08-2012,Emergency Department,Victoria Hospital,NHS Fife,5485.0,5398.0,4.0,0.0,83.0,1304.0,6.0,3764.0,288.0,123.0,2012,98.41,0.07,0.0,1.51,23.77,0.11,68.62,5.25,2.24
08-2012,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1832.0,1830.0,0.0,0.0,2.0,4.0,0.0,1575.0,79.0,174.0,2012,99.89,0.0,0.0,0.11,0.22,0.0,85.97,4.31,9.5
08-2012,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1303.0,1303.0,0.0,0.0,0.0,1.0,0.0,1150.0,57.0,95.0,2012,100.0,0.0,0.0,0.0,0.08,0.0,88.26,4.37,7.29
08-2012,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,5249.0,4891.0,9.0,0.0,349.0,1228.0,7.0,3765.0,33.0,216.0,2012,93.18,0.17,0.0,6.65,23.39,0.13,71.73,0.63,4.12
08-2012,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,5456.0,5127.0,13.0,0.0,316.0,1358.0,27.0,3919.0,83.0,69.0,2012,93.97,0.24,0.0,5.79,24.89,0.49,71.83,1.52,1.26
08-2012,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1508.0,1478.0,0.0,0.0,30.0,395.0,2.0,1104.0,6.0,1.0,2012,98.01,0.0,0.0,1.99,26.19,0.13,73.21,0.4,0.07
08-2012,Emergency Department,Dr Gray's Hospital,NHS Grampian,2161.0,2094.0,5.0,1.0,61.0,469.0,4.0,1652.0,24.0,12.0,2012,96.9,0.23,0.05,2.82,21.7,0.19,76.45,1.11,0.56
08-2012,Minor Injury Unit or Other,Kincardine Community Hospital,NHS Grampian,81.0,81.0,0.0,0.0,0.0,0.0,0.0,71.0,10.0,0.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,87.65,12.35,0.0
08-2012,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1348.0,1319.0,0.0,0.0,29.0,200.0,2.0,1085.0,58.0,3.0,2012,97.85,0.0,0.0,2.15,14.84,0.15,80.49,4.3,0.22
08-2012,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2853.0,2800.0,0.0,0.0,53.0,673.0,7.0,1990.0,20.0,163.0,2012,98.14,0.0,0.0,1.86,23.59,0.25,69.75,0.7,5.71
08-2012,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,6240.0,5747.0,16.0,0.0,477.0,2104.0,24.0,3843.0,118.0,151.0,2012,92.1,0.26,0.0,7.64,33.72,0.38,61.59,1.89,2.42
08-2012,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,7558.0,7246.0,5.0,0.0,307.0,1921.0,17.0,4986.0,179.0,455.0,2012,95.87,0.07,0.0,4.06,25.42,0.22,65.97,2.37,6.02
08-2012,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1495.0,1495.0,0.0,0.0,0.0,5.0,0.0,1339.0,5.0,146.0,2012,100.0,0.0,0.0,0.0,0.33,0.0,89.57,0.33,9.77
08-2012,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,1770.0,2.0,13.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,99.16,0.11,0.73
08-2012,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5362.0,5044.0,4.0,0.0,314.0,1522.0,12.0,3623.0,134.0,71.0,2012,94.07,0.07,0.0,5.86,28.38,0.22,67.57,2.5,1.32
08-2012,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,4273.0,4113.0,3.0,0.0,157.0,1240.0,10.0,2900.0,71.0,52.0,2012,96.26,0.07,0.0,3.67,29.02,0.23,67.87,1.66,1.22
08-2012,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3598.0,3471.0,2.0,0.0,125.0,579.0,0.0,3014.0,0.0,5.0,2012,96.47,0.06,0.0,3.47,16.09,0.0,83.77,0.0,0.14
08-2012,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,5090.0,4853.0,4.0,0.0,233.0,1574.0,9.0,3155.0,88.0,264.0,2012,95.34,0.08,0.0,4.58,30.92,0.18,61.98,1.73,5.19
08-2012,Emergency Department,Lorn & Islands Hospital,NHS Highland,630.0,610.0,1.0,0.0,19.0,99.0,1.0,515.0,15.0,0.0,2012,96.83,0.16,0.0,3.02,15.71,0.16,81.75,2.38,0.0
08-2012,Emergency Department,Caithness General Hospital,NHS Highland,597.0,590.0,0.0,0.0,7.0,143.0,1.0,452.0,1.0,0.0,2012,98.83,0.0,0.0,1.17,23.95,0.17,75.71,0.17,0.0
08-2012,Emergency Department,Raigmore Hospital,NHS Highland,3034.0,2954.0,2.0,0.0,78.0,597.0,8.0,2429.0,0.0,0.0,2012,97.36,0.07,0.0,2.57,19.68,0.26,80.06,0.0,0.0
08-2012,Emergency Department,Belford Hospital,NHS Highland,992.0,955.0,1.0,0.0,36.0,141.0,1.0,847.0,3.0,0.0,2012,96.27,0.1,0.0,3.63,14.21,0.1,85.38,0.3,0.0
08-2012,Emergency Department,University Hospital Monklands,NHS Lanarkshire,6033.0,5743.0,14.0,0.0,276.0,1681.0,3.0,4007.0,163.0,179.0,2012,95.19,0.23,0.0,4.57,27.86,0.05,66.42,2.7,2.97
08-2012,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,5053.0,4640.0,32.0,2.0,379.0,1327.0,4.0,3570.0,132.0,20.0,2012,91.83,0.63,0.04,7.5,26.26,0.08,70.65,2.61,0.4
08-2012,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5738.0,5221.0,28.0,1.0,488.0,1342.0,11.0,4076.0,223.0,86.0,2012,90.99,0.49,0.02,8.5,23.39,0.19,71.04,3.89,1.5
08-2012,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,3604.0,3435.0,2.0,0.0,167.0,1075.0,4.0,2496.0,29.0,0.0,2012,95.31,0.06,0.0,4.63,29.83,0.11,69.26,0.8,0.0
08-2012,Emergency Department,St John's Hospital,NHS Lothian,4653.0,4361.0,21.0,3.0,268.0,1028.0,7.0,3493.0,125.0,0.0,2012,93.72,0.45,0.06,5.76,22.09,0.15,75.07,2.69,0.0
08-2012,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,10034.0,9034.0,73.0,7.0,920.0,2873.0,15.0,6775.0,371.0,0.0,2012,90.03,0.73,0.07,9.17,28.63,0.15,67.52,3.7,0.0
08-2012,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3229.0,3197.0,0.0,0.0,32.0,485.0,1.0,2743.0,0.0,0.0,2012,99.01,0.0,0.0,0.99,15.02,0.03,84.95,0.0,0.0
08-2012,Minor Injury Unit or Other,The Balfour,NHS Orkney,336.0,332.0,0.0,0.0,4.0,0.0,0.0,334.0,0.0,2.0,2012,98.81,0.0,0.0,1.19,0.0,0.0,99.4,0.0,0.6
08-2012,Emergency Department,Gilbert Bain Hospital,NHS Shetland,666.0,666.0,0.0,0.0,0.0,154.0,0.0,494.0,2.0,16.0,2012,100.0,0.0,0.0,0.0,23.12,0.0,74.17,0.3,2.4
08-2012,Emergency Department,Ninewells Hospital,NHS Tayside,4214.0,4136.0,0.0,0.0,78.0,874.0,9.0,3245.0,85.0,1.0,2012,98.15,0.0,0.0,1.85,20.74,0.21,77.01,2.02,0.02
08-2012,Emergency Department,Perth Royal Infirmary,NHS Tayside,2325.0,2286.0,3.0,0.0,36.0,333.0,4.0,1626.0,331.0,31.0,2012,98.32,0.13,0.0,1.55,14.32,0.17,69.94,14.24,1.33
08-2012,Minor Injury Unit or Other,St Margaret's Hospital,NHS Tayside,40.0,40.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,2.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,85.0,10.0,5.0
08-2012,Minor Injury Unit or Other,Aberfeldy Cottage Hospital,NHS Tayside,12.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,41.67,16.67,41.67
08-2012,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,319.0,319.0,0.0,0.0,0.0,1.0,0.0,298.0,19.0,1.0,2012,100.0,0.0,0.0,0.0,0.31,0.0,93.42,5.96,0.31
08-2012,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,1244.0,1244.0,0.0,0.0,0.0,0.0,0.0,1149.0,92.0,3.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,92.36,7.4,0.24
08-2012,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,325.0,325.0,0.0,0.0,0.0,0.0,1.0,297.0,27.0,0.0,2012,100.0,0.0,0.0,0.0,0.0,0.31,91.38,8.31,0.0
08-2012,Minor Injury Unit or Other,Crieff Community Hospital,NHS Tayside,202.0,199.0,0.0,0.0,3.0,0.0,0.0,174.0,18.0,10.0,2012,98.51,0.0,0.0,1.49,0.0,0.0,86.14,8.91,4.95
08-2012,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,647.0,647.0,0.0,0.0,0.0,0.0,0.0,618.0,28.0,1.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,95.52,4.33,0.15
08-2012,Minor Injury Unit or Other,Pitlochry Community Hospital,NHS Tayside,226.0,225.0,0.0,0.0,1.0,0.0,0.0,209.0,15.0,2.0,2012,99.56,0.0,0.0,0.44,0.0,0.0,92.48,6.64,0.88
08-2012,Emergency Department,Western Isles Hospital,NHS Western Isles,609.0,599.0,0.0,0.0,10.0,127.0,0.0,462.0,18.0,2.0,2012,98.36,0.0,0.0,1.64,20.85,0.0,75.86,2.96,0.33
09-2012,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5893.0,5611.0,8.0,0.0,274.0,2265.0,11.0,3220.0,92.0,305.0,2012,95.21,0.14,0.0,4.65,38.44,0.19,54.64,1.56,5.18
09-2012,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3793.0,3472.0,17.0,0.0,304.0,1337.0,6.0,2227.0,133.0,90.0,2012,91.54,0.45,0.0,8.01,35.25,0.16,58.71,3.51,2.37
09-2012,Emergency Department,Borders General Hospital,NHS Borders,2263.0,2194.0,0.0,0.0,69.0,777.0,2.0,1154.0,294.0,36.0,2012,96.95,0.0,0.0,3.05,34.33,0.09,50.99,12.99,1.59
09-2012,Minor Injury Unit or Other,Newton Stewart Hospital,NHS Dumfries and Galloway,33.0,33.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,0.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,60.61,39.39,0.0
09-2012,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,1038.0,1008.0,4.0,2.0,24.0,106.0,2.0,898.0,32.0,0.0,2012,97.11,0.39,0.19,2.31,10.21,0.19,86.51,3.08,0.0
09-2012,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2937.0,2682.0,13.0,0.0,242.0,969.0,4.0,1903.0,61.0,0.0,2012,91.32,0.44,0.0,8.24,32.99,0.14,64.79,2.08,0.0
09-2012,Emergency Department,Victoria Hospital,NHS Fife,5401.0,5319.0,14.0,1.0,67.0,1218.0,17.0,3737.0,303.0,126.0,2012,98.48,0.26,0.02,1.24,22.55,0.31,69.19,5.61,2.33
09-2012,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1691.0,1689.0,0.0,0.0,2.0,7.0,0.0,1400.0,89.0,195.0,2012,99.88,0.0,0.0,0.12,0.41,0.0,82.79,5.26,11.53
09-2012,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1216.0,1216.0,0.0,0.0,0.0,2.0,0.0,1096.0,67.0,51.0,2012,100.0,0.0,0.0,0.0,0.16,0.0,90.13,5.51,4.19
09-2012,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,5179.0,4651.0,20.0,1.0,507.0,1230.0,4.0,3686.0,42.0,217.0,2012,89.8,0.39,0.02,9.79,23.75,0.08,71.17,0.81,4.19
09-2012,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,5260.0,5034.0,13.0,1.0,212.0,1325.0,15.0,3771.0,76.0,73.0,2012,95.7,0.25,0.02,4.03,25.19,0.29,71.69,1.44,1.39
09-2012,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1883.0,1854.0,0.0,0.0,29.0,445.0,0.0,1434.0,2.0,2.0,2012,98.46,0.0,0.0,1.54,23.63,0.0,76.16,0.11,0.11
09-2012,Emergency Department,Dr Gray's Hospital,NHS Grampian,2242.0,2180.0,2.0,0.0,60.0,485.0,8.0,1705.0,25.0,19.0,2012,97.23,0.09,0.0,2.68,21.63,0.36,76.05,1.12,0.85
09-2012,Minor Injury Unit or Other,Kincardine Community Hospital,NHS Grampian,98.0,98.0,0.0,0.0,0.0,0.0,0.0,78.0,20.0,0.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,79.59,20.41,0.0
09-2012,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1294.0,1279.0,0.0,0.0,15.0,222.0,5.0,993.0,68.0,6.0,2012,98.84,0.0,0.0,1.16,17.16,0.39,76.74,5.26,0.46
09-2012,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2630.0,2565.0,3.0,0.0,62.0,713.0,4.0,1768.0,27.0,118.0,2012,97.53,0.11,0.0,2.36,27.11,0.15,67.22,1.03,4.49
09-2012,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5848.0,5368.0,12.0,0.0,468.0,2052.0,15.0,3506.0,119.0,156.0,2012,91.79,0.21,0.0,8.0,35.09,0.26,59.95,2.03,2.67
09-2012,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,7191.0,6984.0,4.0,0.0,203.0,1824.0,11.0,4824.0,144.0,388.0,2012,97.12,0.06,0.0,2.82,25.37,0.15,67.08,2.0,5.4
09-2012,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1473.0,1473.0,0.0,0.0,0.0,10.0,0.0,1341.0,6.0,116.0,2012,100.0,0.0,0.0,0.0,0.68,0.0,91.04,0.41,7.88
09-2012,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1720.0,1720.0,0.0,0.0,0.0,0.0,0.0,1706.0,4.0,10.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,99.19,0.23,0.58
09-2012,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5066.0,4635.0,40.0,0.0,391.0,1431.0,11.0,3354.0,194.0,76.0,2012,91.49,0.79,0.0,7.72,28.25,0.22,66.21,3.83,1.5
09-2012,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,4078.0,3810.0,7.0,0.0,261.0,1155.0,15.0,2806.0,78.0,24.0,2012,93.43,0.17,0.0,6.4,28.32,0.37,68.81,1.91,0.59
09-2012,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3689.0,3581.0,0.0,0.0,108.0,542.0,0.0,3139.0,2.0,6.0,2012,97.07,0.0,0.0,2.93,14.69,0.0,85.09,0.05,0.16
09-2012,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,5231.0,4950.0,8.0,0.0,273.0,1640.0,4.0,3218.0,107.0,262.0,2012,94.63,0.15,0.0,5.22,31.35,0.08,61.52,2.05,5.01
09-2012,Emergency Department,Lorn & Islands Hospital,NHS Highland,567.0,558.0,0.0,0.0,9.0,108.0,1.0,449.0,9.0,0.0,2012,98.41,0.0,0.0,1.59,19.05,0.18,79.19,1.59,0.0
09-2012,Emergency Department,Caithness General Hospital,NHS Highland,512.0,502.0,0.0,0.0,10.0,154.0,0.0,358.0,0.0,0.0,2012,98.05,0.0,0.0,1.95,30.08,0.0,69.92,0.0,0.0
09-2012,Emergency Department,Raigmore Hospital,NHS Highland,2685.0,2596.0,1.0,0.0,88.0,538.0,1.0,2143.0,3.0,0.0,2012,96.69,0.04,0.0,3.28,20.04,0.04,79.81,0.11,0.0
09-2012,Emergency Department,Belford Hospital,NHS Highland,804.0,770.0,0.0,0.0,34.0,133.0,0.0,668.0,3.0,0.0,2012,95.77,0.0,0.0,4.23,16.54,0.0,83.08,0.37,0.0
09-2012,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5653.0,5373.0,4.0,0.0,276.0,1550.0,4.0,3834.0,172.0,93.0,2012,95.05,0.07,0.0,4.88,27.42,0.07,67.82,3.04,1.65
09-2012,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4806.0,4308.0,78.0,29.0,391.0,1256.0,5.0,3387.0,130.0,28.0,2012,89.64,1.62,0.6,8.14,26.13,0.1,70.47,2.7,0.58
09-2012,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5480.0,4845.0,64.0,14.0,557.0,1353.0,8.0,3759.0,231.0,129.0,2012,88.41,1.17,0.26,10.16,24.69,0.15,68.59,4.22,2.35
09-2012,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,3450.0,3237.0,12.0,2.0,199.0,1025.0,0.0,2367.0,58.0,0.0,2012,93.83,0.35,0.06,5.77,29.71,0.0,68.61,1.68,0.0
09-2012,Emergency Department,St John's Hospital,NHS Lothian,4485.0,4221.0,19.0,1.0,244.0,1045.0,5.0,3280.0,155.0,0.0,2012,94.11,0.42,0.02,5.44,23.3,0.11,73.13,3.46,0.0
09-2012,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,9556.0,8536.0,102.0,10.0,908.0,2713.0,27.0,6465.0,351.0,0.0,2012,89.33,1.07,0.1,9.5,28.39,0.28,67.65,3.67,0.0
09-2012,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3514.0,3454.0,1.0,0.0,59.0,506.0,1.0,3006.0,1.0,0.0,2012,98.29,0.03,0.0,1.68,14.4,0.03,85.54,0.03,0.0
09-2012,Minor Injury Unit or Other,The Balfour,NHS Orkney,250.0,247.0,0.0,0.0,3.0,2.0,0.0,239.0,1.0,8.0,2012,98.8,0.0,0.0,1.2,0.8,0.0,95.6,0.4,3.2
09-2012,Emergency Department,Gilbert Bain Hospital,NHS Shetland,614.0,606.0,0.0,0.0,8.0,175.0,1.0,412.0,5.0,21.0,2012,98.7,0.0,0.0,1.3,28.5,0.16,67.1,0.81,3.42
09-2012,Emergency Department,Ninewells Hospital,NHS Tayside,4186.0,4131.0,0.0,0.0,55.0,881.0,13.0,3036.0,256.0,0.0,2012,98.69,0.0,0.0,1.31,21.05,0.31,72.53,6.12,0.0
09-2012,Emergency Department,Perth Royal Infirmary,NHS Tayside,2317.0,2294.0,1.0,0.0,22.0,344.0,1.0,1542.0,413.0,17.0,2012,99.01,0.04,0.0,0.95,14.85,0.04,66.55,17.82,0.73
09-2012,Minor Injury Unit or Other,St Margaret's Hospital,NHS Tayside,38.0,38.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,94.74,5.26,0.0
09-2012,Minor Injury Unit or Other,Aberfeldy Cottage Hospital,NHS Tayside,10.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,50.0
09-2012,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,276.0,275.0,0.0,0.0,1.0,0.0,0.0,258.0,14.0,4.0,2012,99.64,0.0,0.0,0.36,0.0,0.0,93.48,5.07,1.45
09-2012,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,1089.0,1089.0,0.0,0.0,0.0,0.0,0.0,987.0,99.0,3.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,90.63,9.09,0.28
09-2012,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,279.0,279.0,0.0,0.0,0.0,0.0,0.0,249.0,28.0,2.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,89.25,10.04,0.72
09-2012,Minor Injury Unit or Other,Crieff Community Hospital,NHS Tayside,202.0,202.0,0.0,0.0,0.0,0.0,0.0,182.0,16.0,4.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,90.1,7.92,1.98
09-2012,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,662.0,662.0,0.0,0.0,0.0,0.0,0.0,634.0,28.0,0.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,95.77,4.23,0.0
09-2012,Minor Injury Unit or Other,Pitlochry Community Hospital,NHS Tayside,194.0,194.0,0.0,0.0,0.0,0.0,0.0,177.0,16.0,1.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,91.24,8.25,0.52
09-2012,Emergency Department,Western Isles Hospital,NHS Western Isles,547.0,537.0,0.0,0.0,10.0,122.0,0.0,402.0,21.0,2.0,2012,98.17,0.0,0.0,1.83,22.3,0.0,73.49,3.84,0.37
10-2012,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5919.0,5527.0,9.0,0.0,383.0,2417.0,10.0,3185.0,102.0,205.0,2012,93.38,0.15,0.0,6.47,40.83,0.17,53.81,1.72,3.46
10-2012,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3666.0,3298.0,32.0,2.0,334.0,1449.0,5.0,2038.0,126.0,48.0,2012,89.96,0.87,0.05,9.11,39.53,0.14,55.59,3.44,1.31
10-2012,Emergency Department,Borders General Hospital,NHS Borders,1897.0,1866.0,1.0,0.0,30.0,586.0,6.0,1023.0,252.0,30.0,2012,98.37,0.05,0.0,1.58,30.89,0.32,53.93,13.28,1.58
10-2012,Minor Injury Unit or Other,Newton Stewart Hospital,NHS Dumfries and Galloway,18.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,2012,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
10-2012,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,918.0,879.0,2.0,0.0,37.0,93.0,0.0,777.0,48.0,0.0,2012,95.75,0.22,0.0,4.03,10.13,0.0,84.64,5.23,0.0
10-2012,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2795.0,2603.0,4.0,0.0,188.0,968.0,1.0,1743.0,83.0,0.0,2012,93.13,0.14,0.0,6.73,34.63,0.04,62.36,2.97,0.0
10-2012,Emergency Department,Victoria Hospital,NHS Fife,5134.0,4923.0,47.0,6.0,158.0,1297.0,9.0,3482.0,213.0,133.0,2012,95.89,0.92,0.12,3.08,25.26,0.18,67.82,4.15,2.59
10-2012,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1445.0,1444.0,0.0,0.0,1.0,8.0,0.0,1201.0,72.0,164.0,2012,99.93,0.0,0.0,0.07,0.55,0.0,83.11,4.98,11.35
10-2012,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1221.0,1220.0,0.0,0.0,1.0,2.0,0.0,1093.0,69.0,57.0,2012,99.92,0.0,0.0,0.08,0.16,0.0,89.52,5.65,4.67
10-2012,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,5068.0,4454.0,32.0,7.0,575.0,1348.0,9.0,3481.0,27.0,203.0,2012,87.88,0.63,0.14,11.35,26.6,0.18,68.69,0.53,4.01
10-2012,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,5132.0,4874.0,41.0,10.0,207.0,1299.0,20.0,3636.0,79.0,98.0,2012,94.97,0.8,0.19,4.03,25.31,0.39,70.85,1.54,1.91
10-2012,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1363.0,1350.0,0.0,0.0,13.0,394.0,1.0,965.0,3.0,0.0,2012,99.05,0.0,0.0,0.95,28.91,0.07,70.8,0.22,0.0
10-2012,Emergency Department,Dr Gray's Hospital,NHS Grampian,1975.0,1847.0,14.0,4.0,110.0,451.0,3.0,1487.0,24.0,10.0,2012,93.52,0.71,0.2,5.57,22.84,0.15,75.29,1.22,0.51
10-2012,Minor Injury Unit or Other,Kincardine Community Hospital,NHS Grampian,54.0,54.0,0.0,0.0,0.0,0.0,2.0,47.0,4.0,1.0,2012,100.0,0.0,0.0,0.0,0.0,3.7,87.04,7.41,1.85
10-2012,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1198.0,1188.0,0.0,0.0,10.0,229.0,3.0,906.0,58.0,2.0,2012,99.17,0.0,0.0,0.83,19.12,0.25,75.63,4.84,0.17
10-2012,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2672.0,2564.0,2.0,0.0,106.0,757.0,3.0,1765.0,22.0,125.0,2012,95.96,0.07,0.0,3.97,28.33,0.11,66.06,0.82,4.68
10-2012,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5807.0,5394.0,17.0,0.0,396.0,2129.0,21.0,3413.0,100.0,144.0,2012,92.89,0.29,0.0,6.82,36.66,0.36,58.77,1.72,2.48
10-2012,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,7228.0,6960.0,6.0,0.0,262.0,1871.0,15.0,4804.0,143.0,395.0,2012,96.29,0.08,0.0,3.62,25.89,0.21,66.46,1.98,5.46
10-2012,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1301.0,1300.0,0.0,0.0,1.0,16.0,0.0,1183.0,1.0,101.0,2012,99.92,0.0,0.0,0.08,1.23,0.0,90.93,0.08,7.76
10-2012,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1623.0,1623.0,0.0,0.0,0.0,1.0,0.0,1615.0,1.0,6.0,2012,100.0,0.0,0.0,0.0,0.06,0.0,99.51,0.06,0.37
10-2012,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5214.0,4864.0,25.0,0.0,325.0,1585.0,7.0,3370.0,163.0,89.0,2012,93.29,0.48,0.0,6.23,30.4,0.13,64.63,3.13,1.71
10-2012,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,4008.0,3795.0,1.0,0.0,212.0,1190.0,4.0,2712.0,81.0,21.0,2012,94.69,0.02,0.0,5.29,29.69,0.1,67.66,2.02,0.52
10-2012,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3604.0,3455.0,2.0,0.0,147.0,541.0,1.0,3054.0,1.0,7.0,2012,95.87,0.06,0.0,4.08,15.01,0.03,84.74,0.03,0.19
10-2012,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,5269.0,4853.0,26.0,0.0,390.0,1566.0,10.0,3313.0,86.0,294.0,2012,92.1,0.49,0.0,7.4,29.72,0.19,62.88,1.63,5.58
10-2012,Emergency Department,Lorn & Islands Hospital,NHS Highland,536.0,511.0,0.0,0.0,25.0,113.0,0.0,415.0,8.0,0.0,2012,95.34,0.0,0.0,4.66,21.08,0.0,77.43,1.49,0.0
